Clock,Servers,QueueSize,Processed,Blocked
[Cycle 4482] Servers: 17, Queue: 304, Processed: 3928, Blocked: 12
[Cycle 4483] Servers: 17, Queue: 304, Processed: 3929, Blocked: 12
[Cycle 4484] Servers: 17, Queue: 305, Processed: 3929, Blocked: 12
[Cycle 4485] Servers: 17, Queue: 305, Processed: 3930, Blocked: 12
[Cycle 4486] Servers: 17, Queue: 304, Processed: 3932, Blocked: 12
[Cycle 4487] Servers: 17, Queue: 304, Processed: 3933, Blocked: 12
[Cycle 4488] Servers: 17, Queue: 304, Processed: 3934, Blocked: 12
[Cycle 4489] Servers: 17, Queue: 304, Processed: 3935, Blocked: 12
[Cycle 4490] Servers: 17, Queue: 305, Processed: 3935, Blocked: 12
[Cycle 4491] Servers: 17, Queue: 306, Processed: 3935, Blocked: 12
[Cycle 4492] Servers: 17, Queue: 306, Processed: 3935, Blocked: 12
[Cycle 4493] Servers: 17, Queue: 307, Processed: 3935, Blocked: 12
[Cycle 4494] Servers: 17, Queue: 307, Processed: 3936, Blocked: 12
[Cycle 4495] Servers: 17, Queue: 306, Processed: 3938, Blocked: 12
[Cycle 4496] Servers: 17, Queue: 305, Processed: 3940, Blocked: 12
[Cycle 4497] Servers: 17, Queue: 304, Processed: 3941, Blocked: 13
[Cycle 4498] Servers: 17, Queue: 303, Processed: 3943, Blocked: 13
[Cycle 4499] Servers: 17, Queue: 301, Processed: 3945, Blocked: 13
[Cycle 4500] Servers: 17, Queue: 301, Processed: 3946, Blocked: 13
[Cycle 4501] Servers: 17, Queue: 302, Processed: 3946, Blocked: 13
[Cycle 4502] Servers: 17, Queue: 303, Processed: 3946, Blocked: 13
[Cycle 4503] Servers: 17, Queue: 303, Processed: 3947, Blocked: 13
[Cycle 4504] Servers: 17, Queue: 304, Processed: 3947, Blocked: 13
[Cycle 4505] Servers: 17, Queue: 305, Processed: 3947, Blocked: 13
[Cycle 4506] Servers: 17, Queue: 306, Processed: 3947, Blocked: 13
[Cycle 4507] Servers: 17, Queue: 304, Processed: 3949, Blocked: 13
[Cycle 4508] Servers: 17, Queue: 304, Processed: 3950, Blocked: 13
[Cycle 4509] Servers: 17, Queue: 302, Processed: 3953, Blocked: 13
[Cycle 4510] Servers: 17, Queue: 302, Processed: 3954, Blocked: 13
[Cycle 4511] Servers: 17, Queue: 302, Processed: 3955, Blocked: 13
[Cycle 4512] Servers: 17, Queue: 303, Processed: 3955, Blocked: 13
[Cycle 4513] Servers: 17, Queue: 304, Processed: 3955, Blocked: 13
[Cycle 4514] Servers: 17, Queue: 303, Processed: 3956, Blocked: 13
[Cycle 4515] Servers: 17, Queue: 303, Processed: 3957, Blocked: 13
[Cycle 4516] Servers: 17, Queue: 304, Processed: 3957, Blocked: 13
[Cycle 4517] Servers: 17, Queue: 303, Processed: 3959, Blocked: 13
[Cycle 4518] Servers: 17, Queue: 304, Processed: 3959, Blocked: 13
[Cycle 4519] Servers: 17, Queue: 305, Processed: 3959, Blocked: 13
[Cycle 4520] Servers: 17, Queue: 305, Processed: 3960, Blocked: 13
[Cycle 4521] Servers: 17, Queue: 304, Processed: 3962, Blocked: 13
[Cycle 4522] Servers: 17, Queue: 303, Processed: 3964, Blocked: 13
[Cycle 4523] Servers: 17, Queue: 303, Processed: 3965, Blocked: 13
[Cycle 4524] Servers: 17, Queue: 302, Processed: 3967, Blocked: 13
[Cycle 4525] Servers: 17, Queue: 302, Processed: 3968, Blocked: 13
[Cycle 4526] Servers: 17, Queue: 303, Processed: 3968, Blocked: 13
[Cycle 4527] Servers: 17, Queue: 303, Processed: 3969, Blocked: 13
[Cycle 4528] Servers: 17, Queue: 303, Processed: 3969, Blocked: 13
[Cycle 4529] Servers: 17, Queue: 303, Processed: 3970, Blocked: 13
[Cycle 4530] Servers: 17, Queue: 303, Processed: 3971, Blocked: 13
[Cycle 4531] Servers: 17, Queue: 302, Processed: 3973, Blocked: 13
[Cycle 4532] Servers: 17, Queue: 303, Processed: 3973, Blocked: 13
[Cycle 4533] Servers: 17, Queue: 302, Processed: 3975, Blocked: 13
[Cycle 4534] Servers: 17, Queue: 302, Processed: 3976, Blocked: 13
[Cycle 4535] Servers: 17, Queue: 303, Processed: 3976, Blocked: 13
[Cycle 4536] Servers: 17, Queue: 303, Processed: 3977, Blocked: 13
[Cycle 4537] Servers: 17, Queue: 304, Processed: 3977, Blocked: 13
[Cycle 4538] Servers: 17, Queue: 304, Processed: 3978, Blocked: 13
[Cycle 4539] Servers: 17, Queue: 305, Processed: 3978, Blocked: 13
[Cycle 4540] Servers: 17, Queue: 305, Processed: 3978, Blocked: 13
[Cycle 4541] Servers: 17, Queue: 303, Processed: 3981, Blocked: 13
[Cycle 4542] Servers: 17, Queue: 304, Processed: 3981, Blocked: 13
[Cycle 4543] Servers: 17, Queue: 305, Processed: 3981, Blocked: 13
[Cycle 4544] Servers: 17, Queue: 304, Processed: 3983, Blocked: 13
[Cycle 4545] Servers: 17, Queue: 304, Processed: 3984, Blocked: 13
[Cycle 4546] Servers: 17, Queue: 305, Processed: 3984, Blocked: 13
[Cycle 4547] Servers: 17, Queue: 305, Processed: 3985, Blocked: 13
[Cycle 4548] Servers: 17, Queue: 305, Processed: 3986, Blocked: 13
[Cycle 4549] Servers: 17, Queue: 304, Processed: 3988, Blocked: 13
[Cycle 4550] Servers: 17, Queue: 305, Processed: 3988, Blocked: 13
[Cycle 4551] Servers: 17, Queue: 305, Processed: 3989, Blocked: 13
[Cycle 4552] Servers: 17, Queue: 305, Processed: 3990, Blocked: 13
[Cycle 4553] Servers: 17, Queue: 306, Processed: 3990, Blocked: 13
[Cycle 4554] Servers: 17, Queue: 305, Processed: 3992, Blocked: 13
[Cycle 4555] Servers: 17, Queue: 304, Processed: 3994, Blocked: 13
[Cycle 4556] Servers: 17, Queue: 304, Processed: 3995, Blocked: 13
[Cycle 4557] Servers: 17, Queue: 304, Processed: 3996, Blocked: 13
[Cycle 4558] Servers: 17, Queue: 304, Processed: 3997, Blocked: 13
[Cycle 4559] Servers: 17, Queue: 303, Processed: 3999, Blocked: 13
[Cycle 4560] Servers: 17, Queue: 304, Processed: 3999, Blocked: 13
[Cycle 4561] Servers: 17, Queue: 304, Processed: 4000, Blocked: 13
[Cycle 4562] Servers: 17, Queue: 305, Processed: 4000, Blocked: 13
[Cycle 4563] Servers: 17, Queue: 305, Processed: 4001, Blocked: 13
[Cycle 4564] Servers: 17, Queue: 305, Processed: 4002, Blocked: 13
[Cycle 4565] Servers: 17, Queue: 306, Processed: 4002, Blocked: 13
[Cycle 4566] Servers: 17, Queue: 307, Processed: 4002, Blocked: 13
[Cycle 4567] Servers: 17, Queue: 308, Processed: 4002, Blocked: 13
[Cycle 4568] Servers: 17, Queue: 306, Processed: 4005, Blocked: 13
[Cycle 4569] Servers: 17, Queue: 306, Processed: 4006, Blocked: 13
[Cycle 4570] Servers: 17, Queue: 307, Processed: 4006, Blocked: 13
[Cycle 4571] Servers: 17, Queue: 308, Processed: 4006, Blocked: 13
[Cycle 4572] Servers: 17, Queue: 307, Processed: 4008, Blocked: 13
[Cycle 4573] Servers: 17, Queue: 305, Processed: 4010, Blocked: 13
[Cycle 4574] Servers: 17, Queue: 305, Processed: 4011, Blocked: 13
[Cycle 4575] Servers: 17, Queue: 305, Processed: 4012, Blocked: 13
[Cycle 4576] Servers: 17, Queue: 305, Processed: 4013, Blocked: 13
[Cycle 4577] Servers: 17, Queue: 305, Processed: 4014, Blocked: 13
[Cycle 4578] Servers: 17, Queue: 306, Processed: 4014, Blocked: 13
[Cycle 4579] Servers: 17, Queue: 307, Processed: 4014, Blocked: 13
[Cycle 4580] Servers: 17, Queue: 307, Processed: 4015, Blocked: 13
[Cycle 4581] Servers: 17, Queue: 306, Processed: 4017, Blocked: 13
[Cycle 4582] Servers: 17, Queue: 306, Processed: 4017, Blocked: 13
[Cycle 4583] Servers: 17, Queue: 307, Processed: 4017, Blocked: 13
[Cycle 4584] Servers: 17, Queue: 304, Processed: 4021, Blocked: 13
[Cycle 4585] Servers: 17, Queue: 304, Processed: 4022, Blocked: 13
[Cycle 4586] Servers: 17, Queue: 305, Processed: 4022, Blocked: 13
[Cycle 4587] Servers: 17, Queue: 306, Processed: 4022, Blocked: 13
[Cycle 4588] Servers: 17, Queue: 305, Processed: 4023, Blocked: 13
[Cycle 4589] Servers: 17, Queue: 305, Processed: 4024, Blocked: 13
[Cycle 4590] Servers: 17, Queue: 305, Processed: 4025, Blocked: 13
[Cycle 4591] Servers: 17, Queue: 306, Processed: 4025, Blocked: 13
[Cycle 4592] Servers: 17, Queue: 307, Processed: 4025, Blocked: 13
[Cycle 4593] Servers: 17, Queue: 307, Processed: 4025, Blocked: 13
[Cycle 4594] Servers: 17, Queue: 308, Processed: 4025, Blocked: 13
[Cycle 4595] Servers: 17, Queue: 309, Processed: 4025, Blocked: 13
[Cycle 4596] Servers: 17, Queue: 309, Processed: 4026, Blocked: 13
[Cycle 4597] Servers: 17, Queue: 309, Processed: 4027, Blocked: 13
[Cycle 4598] Servers: 17, Queue: 307, Processed: 4030, Blocked: 13
[Cycle 4599] Servers: 17, Queue: 308, Processed: 4030, Blocked: 13
[Cycle 4600] Servers: 17, Queue: 307, Processed: 4032, Blocked: 13
[Cycle 4601] Servers: 17, Queue: 308, Processed: 4032, Blocked: 13
[Cycle 4602] Servers: 17, Queue: 309, Processed: 4032, Blocked: 13
[Cycle 4603] Servers: 17, Queue: 308, Processed: 4034, Blocked: 13
[Cycle 4604] Servers: 17, Queue: 309, Processed: 4034, Blocked: 13
[Cycle 4605] Servers: 17, Queue: 309, Processed: 4035, Blocked: 13
[Cycle 4606] Servers: 17, Queue: 310, Processed: 4035, Blocked: 13
[Cycle 4607] Servers: 17, Queue: 310, Processed: 4036, Blocked: 13
[Cycle 4608] Servers: 17, Queue: 311, Processed: 4036, Blocked: 13
[Cycle 4609] Servers: 17, Queue: 311, Processed: 4037, Blocked: 13
[Cycle 4610] Servers: 17, Queue: 308, Processed: 4041, Blocked: 13
[Cycle 4611] Servers: 17, Queue: 309, Processed: 4041, Blocked: 13
[Cycle 4612] Servers: 17, Queue: 309, Processed: 4042, Blocked: 13
[Cycle 4613] Servers: 17, Queue: 309, Processed: 4043, Blocked: 13
[Cycle 4614] Servers: 17, Queue: 310, Processed: 4043, Blocked: 13
[Cycle 4615] Servers: 17, Queue: 311, Processed: 4043, Blocked: 13
[Cycle 4616] Servers: 17, Queue: 311, Processed: 4044, Blocked: 13
[Cycle 4617] Servers: 17, Queue: 312, Processed: 4044, Blocked: 13
[Cycle 4618] Servers: 17, Queue: 312, Processed: 4045, Blocked: 13
[Cycle 4619] Servers: 17, Queue: 311, Processed: 4047, Blocked: 13
[Cycle 4620] Servers: 17, Queue: 312, Processed: 4047, Blocked: 13
[Cycle 4621] Servers: 17, Queue: 310, Processed: 4049, Blocked: 13
[Cycle 4622] Servers: 17, Queue: 310, Processed: 4050, Blocked: 13
[Cycle 4623] Servers: 17, Queue: 310, Processed: 4051, Blocked: 13
[Cycle 4624] Servers: 17, Queue: 311, Processed: 4051, Blocked: 13
[Cycle 4625] Servers: 17, Queue: 312, Processed: 4051, Blocked: 13
[Cycle 4626] Servers: 17, Queue: 313, Processed: 4051, Blocked: 13
[Cycle 4627] Servers: 17, Queue: 314, Processed: 4051, Blocked: 13
[Cycle 4628] Servers: 17, Queue: 314, Processed: 4052, Blocked: 13
[Cycle 4629] Servers: 17, Queue: 314, Processed: 4053, Blocked: 13
[Cycle 4630] Servers: 17, Queue: 313, Processed: 4055, Blocked: 13
[Cycle 4631] Servers: 17, Queue: 314, Processed: 4055, Blocked: 13
[Cycle 4632] Servers: 17, Queue: 313, Processed: 4057, Blocked: 13
[Cycle 4633] Servers: 17, Queue: 313, Processed: 4057, Blocked: 13
[Cycle 4634] Servers: 17, Queue: 313, Processed: 4058, Blocked: 13
[Cycle 4635] Servers: 17, Queue: 313, Processed: 4059, Blocked: 13
[Cycle 4636] Servers: 17, Queue: 313, Processed: 4059, Blocked: 13
[Cycle 4637] Servers: 17, Queue: 312, Processed: 4060, Blocked: 13
[Cycle 4638] Servers: 17, Queue: 312, Processed: 4061, Blocked: 13
[Cycle 4639] Servers: 17, Queue: 313, Processed: 4061, Blocked: 13
[Cycle 4640] Servers: 17, Queue: 313, Processed: 4062, Blocked: 13
[Cycle 4641] Servers: 17, Queue: 312, Processed: 4064, Blocked: 13
[Cycle 4642] Servers: 17, Queue: 311, Processed: 4066, Blocked: 13
[Cycle 4643] Servers: 17, Queue: 312, Processed: 4066, Blocked: 13
[Cycle 4644] Servers: 17, Queue: 312, Processed: 4067, Blocked: 13
[Cycle 4645] Servers: 17, Queue: 312, Processed: 4068, Blocked: 13
[Cycle 4646] Servers: 17, Queue: 313, Processed: 4068, Blocked: 13
[Cycle 4647] Servers: 17, Queue: 314, Processed: 4068, Blocked: 13
[Cycle 4648] Servers: 17, Queue: 314, Processed: 4069, Blocked: 13
[Cycle 4649] Servers: 17, Queue: 315, Processed: 4069, Blocked: 13
[Cycle 4650] Servers: 17, Queue: 314, Processed: 4070, Blocked: 13
[Cycle 4651] Servers: 17, Queue: 313, Processed: 4072, Blocked: 13
[Cycle 4652] Servers: 17, Queue: 313, Processed: 4072, Blocked: 13
[Cycle 4653] Servers: 17, Queue: 314, Processed: 4072, Blocked: 13
[Cycle 4654] Servers: 17, Queue: 314, Processed: 4073, Blocked: 13
[Cycle 4655] Servers: 17, Queue: 313, Processed: 4075, Blocked: 13
[Cycle 4656] Servers: 17, Queue: 311, Processed: 4078, Blocked: 13
[Cycle 4657] Servers: 17, Queue: 312, Processed: 4078, Blocked: 13
[Cycle 4658] Servers: 17, Queue: 311, Processed: 4080, Blocked: 13
[Cycle 4659] Servers: 17, Queue: 311, Processed: 4081, Blocked: 13
[Cycle 4660] Servers: 17, Queue: 311, Processed: 4082, Blocked: 13
[Cycle 4661] Servers: 17, Queue: 311, Processed: 4082, Blocked: 13
[Cycle 4662] Servers: 17, Queue: 311, Processed: 4082, Blocked: 13
[Cycle 4663] Servers: 17, Queue: 310, Processed: 4084, Blocked: 13
[Cycle 4664] Servers: 17, Queue: 311, Processed: 4084, Blocked: 13
[Cycle 4665] Servers: 17, Queue: 311, Processed: 4085, Blocked: 13
[Cycle 4666] Servers: 17, Queue: 311, Processed: 4086, Blocked: 13
[Cycle 4667] Servers: 17, Queue: 309, Processed: 4089, Blocked: 13
[Cycle 4668] Servers: 17, Queue: 310, Processed: 4089, Blocked: 13
[Cycle 4669] Servers: 17, Queue: 311, Processed: 4089, Blocked: 13
[Cycle 4670] Servers: 17, Queue: 311, Processed: 4090, Blocked: 13
[Cycle 4671] Servers: 17, Queue: 312, Processed: 4090, Blocked: 13
[Cycle 4672] Servers: 17, Queue: 311, Processed: 4092, Blocked: 13
[Cycle 4673] Servers: 17, Queue: 312, Processed: 4092, Blocked: 13
[Cycle 4674] Servers: 17, Queue: 313, Processed: 4092, Blocked: 13
[Cycle 4675] Servers: 17, Queue: 313, Processed: 4093, Blocked: 13
[Cycle 4676] Servers: 17, Queue: 314, Processed: 4093, Blocked: 13
[Cycle 4677] Servers: 17, Queue: 313, Processed: 4095, Blocked: 13
[Cycle 4678] Servers: 17, Queue: 313, Processed: 4095, Blocked: 13
[Cycle 4679] Servers: 17, Queue: 313, Processed: 4096, Blocked: 13
[Cycle 4680] Servers: 17, Queue: 311, Processed: 4099, Blocked: 13
[Cycle 4681] Servers: 17, Queue: 311, Processed: 4100, Blocked: 13
[Cycle 4682] Servers: 17, Queue: 310, Processed: 4102, Blocked: 13
[Cycle 4683] Servers: 17, Queue: 310, Processed: 4103, Blocked: 13
[Cycle 4684] Servers: 17, Queue: 310, Processed: 4104, Blocked: 13
[Cycle 4685] Servers: 17, Queue: 309, Processed: 4106, Blocked: 13
[Cycle 4686] Servers: 17, Queue: 309, Processed: 4107, Blocked: 13
[Cycle 4687] Servers: 17, Queue: 310, Processed: 4107, Blocked: 13
[Cycle 4688] Servers: 17, Queue: 311, Processed: 4107, Blocked: 13
[Cycle 4689] Servers: 17, Queue: 312, Processed: 4107, Blocked: 13
[Cycle 4690] Servers: 17, Queue: 312, Processed: 4108, Blocked: 13
[Cycle 4691] Servers: 17, Queue: 311, Processed: 4110, Blocked: 13
[Cycle 4692] Servers: 17, Queue: 311, Processed: 4111, Blocked: 13
[Cycle 4693] Servers: 17, Queue: 308, Processed: 4114, Blocked: 13
[Cycle 4694] Servers: 17, Queue: 308, Processed: 4115, Blocked: 13
[Cycle 4695] Servers: 17, Queue: 306, Processed: 4118, Blocked: 13
[Cycle 4696] Servers: 17, Queue: 306, Processed: 4119, Blocked: 13
[Cycle 4697] Servers: 17, Queue: 305, Processed: 4121, Blocked: 13
[Cycle 4698] Servers: 17, Queue: 306, Processed: 4121, Blocked: 13
[Cycle 4699] Servers: 17, Queue: 307, Processed: 4121, Blocked: 13
[Cycle 4700] Servers: 17, Queue: 308, Processed: 4121, Blocked: 13
[Cycle 4701] Servers: 17, Queue: 308, Processed: 4122, Blocked: 13
[Cycle 4702] Servers: 17, Queue: 309, Processed: 4122, Blocked: 13
[Cycle 4703] Servers: 17, Queue: 309, Processed: 4123, Blocked: 13
[Cycle 4704] Servers: 17, Queue: 310, Processed: 4123, Blocked: 13
[Cycle 4705] Servers: 17, Queue: 309, Processed: 4125, Blocked: 13
[Cycle 4706] Servers: 17, Queue: 307, Processed: 4128, Blocked: 13
[Cycle 4707] Servers: 17, Queue: 307, Processed: 4129, Blocked: 13
[Cycle 4708] Servers: 17, Queue: 307, Processed: 4130, Blocked: 13
[Cycle 4709] Servers: 17, Queue: 306, Processed: 4131, Blocked: 14
[Cycle 4710] Servers: 17, Queue: 306, Processed: 4132, Blocked: 14
[Cycle 4711] Servers: 17, Queue: 307, Processed: 4132, Blocked: 14
[Cycle 4712] Servers: 17, Queue: 308, Processed: 4132, Blocked: 14
[Cycle 4713] Servers: 17, Queue: 309, Processed: 4132, Blocked: 14
[Cycle 4714] Servers: 17, Queue: 310, Processed: 4132, Blocked: 14
[Cycle 4715] Servers: 17, Queue: 310, Processed: 4133, Blocked: 14
[Cycle 4716] Servers: 17, Queue: 310, Processed: 4134, Blocked: 14
[Cycle 4717] Servers: 17, Queue: 310, Processed: 4135, Blocked: 14
[Cycle 4718] Servers: 17, Queue: 309, Processed: 4137, Blocked: 14
[Cycle 4719] Servers: 17, Queue: 309, Processed: 4138, Blocked: 14
[Cycle 4720] Servers: 17, Queue: 310, Processed: 4138, Blocked: 14
[Cycle 4721] Servers: 17, Queue: 310, Processed: 4139, Blocked: 14
[Cycle 4722] Servers: 17, Queue: 311, Processed: 4139, Blocked: 14
[Cycle 4723] Servers: 17, Queue: 311, Processed: 4140, Blocked: 14
[Cycle 4724] Servers: 17, Queue: 312, Processed: 4140, Blocked: 14
[Cycle 4725] Servers: 17, Queue: 311, Processed: 4142, Blocked: 14
[Cycle 4726] Servers: 17, Queue: 311, Processed: 4143, Blocked: 14
[Cycle 4727] Servers: 17, Queue: 312, Processed: 4143, Blocked: 14
[Cycle 4728] Servers: 17, Queue: 312, Processed: 4144, Blocked: 14
[Cycle 4729] Servers: 17, Queue: 310, Processed: 4147, Blocked: 14
[Cycle 4730] Servers: 17, Queue: 311, Processed: 4147, Blocked: 14
[Cycle 4731] Servers: 17, Queue: 311, Processed: 4148, Blocked: 14
[Cycle 4732] Servers: 17, Queue: 310, Processed: 4150, Blocked: 14
[Cycle 4733] Servers: 17, Queue: 311, Processed: 4150, Blocked: 14
[Cycle 4734] Servers: 17, Queue: 312, Processed: 4150, Blocked: 14
[Cycle 4735] Servers: 17, Queue: 313, Processed: 4150, Blocked: 14
[Cycle 4736] Servers: 17, Queue: 313, Processed: 4151, Blocked: 14
[Cycle 4737] Servers: 17, Queue: 313, Processed: 4152, Blocked: 14
[Cycle 4738] Servers: 17, Queue: 312, Processed: 4154, Blocked: 14
[Cycle 4739] Servers: 17, Queue: 312, Processed: 4155, Blocked: 14
[Cycle 4740] Servers: 17, Queue: 313, Processed: 4155, Blocked: 14
[Cycle 4741] Servers: 17, Queue: 313, Processed: 4156, Blocked: 14
[Cycle 4742] Servers: 17, Queue: 314, Processed: 4156, Blocked: 14
[Cycle 4743] Servers: 17, Queue: 314, Processed: 4157, Blocked: 14
[Cycle 4744] Servers: 17, Queue: 314, Processed: 4158, Blocked: 14
[Cycle 4745] Servers: 17, Queue: 314, Processed: 4159, Blocked: 14
[Cycle 4746] Servers: 17, Queue: 315, Processed: 4159, Blocked: 14
[Cycle 4747] Servers: 17, Queue: 315, Processed: 4160, Blocked: 14
[Cycle 4748] Servers: 17, Queue: 315, Processed: 4161, Blocked: 14
[Cycle 4749] Servers: 17, Queue: 315, Processed: 4162, Blocked: 14
[Cycle 4750] Servers: 17, Queue: 315, Processed: 4163, Blocked: 14
[Cycle 4751] Servers: 17, Queue: 315, Processed: 4164, Blocked: 14
[Cycle 4752] Servers: 17, Queue: 315, Processed: 4165, Blocked: 14
[Cycle 4753] Servers: 17, Queue: 314, Processed: 4167, Blocked: 14
[Cycle 4754] Servers: 17, Queue: 315, Processed: 4167, Blocked: 14
[Cycle 4755] Servers: 17, Queue: 315, Processed: 4168, Blocked: 14
[Cycle 4756] Servers: 17, Queue: 314, Processed: 4170, Blocked: 14
[Cycle 4757] Servers: 17, Queue: 315, Processed: 4170, Blocked: 14
[Cycle 4758] Servers: 17, Queue: 315, Processed: 4171, Blocked: 14
[Cycle 4759] Servers: 17, Queue: 315, Processed: 4172, Blocked: 14
[Cycle 4760] Servers: 17, Queue: 315, Processed: 4173, Blocked: 14
[Cycle 4761] Servers: 17, Queue: 313, Processed: 4176, Blocked: 14
[Cycle 4762] Servers: 17, Queue: 313, Processed: 4177, Blocked: 14
[Cycle 4763] Servers: 17, Queue: 314, Processed: 4177, Blocked: 14
[Cycle 4764] Servers: 17, Queue: 314, Processed: 4178, Blocked: 14
[Cycle 4765] Servers: 17, Queue: 314, Processed: 4179, Blocked: 14
[Cycle 4766] Servers: 17, Queue: 314, Processed: 4180, Blocked: 14
[Cycle 4767] Servers: 17, Queue: 315, Processed: 4180, Blocked: 14
[Cycle 4768] Servers: 17, Queue: 314, Processed: 4182, Blocked: 14
[Cycle 4769] Servers: 17, Queue: 315, Processed: 4182, Blocked: 14
[Cycle 4770] Servers: 17, Queue: 315, Processed: 4183, Blocked: 14
[Cycle 4771] Servers: 17, Queue: 316, Processed: 4183, Blocked: 14
[Cycle 4772] Servers: 17, Queue: 315, Processed: 4185, Blocked: 14
[Cycle 4773] Servers: 17, Queue: 316, Processed: 4185, Blocked: 14
[Cycle 4774] Servers: 17, Queue: 316, Processed: 4186, Blocked: 14
[Cycle 4775] Servers: 17, Queue: 317, Processed: 4186, Blocked: 14
[Cycle 4776] Servers: 17, Queue: 317, Processed: 4186, Blocked: 14
[Cycle 4777] Servers: 17, Queue: 318, Processed: 4186, Blocked: 14
[Cycle 4778] Servers: 17, Queue: 317, Processed: 4187, Blocked: 14
[Cycle 4779] Servers: 17, Queue: 317, Processed: 4188, Blocked: 14
[Cycle 4780] Servers: 17, Queue: 318, Processed: 4188, Blocked: 14
[Cycle 4781] Servers: 17, Queue: 317, Processed: 4189, Blocked: 14
[Cycle 4782] Servers: 17, Queue: 315, Processed: 4192, Blocked: 14
[Cycle 4783] Servers: 17, Queue: 316, Processed: 4192, Blocked: 14
[Cycle 4784] Servers: 17, Queue: 315, Processed: 4194, Blocked: 14
[Cycle 4785] Servers: 17, Queue: 313, Processed: 4197, Blocked: 14
[Cycle 4786] Servers: 17, Queue: 313, Processed: 4198, Blocked: 14
[Cycle 4787] Servers: 17, Queue: 313, Processed: 4199, Blocked: 14
[Cycle 4788] Servers: 17, Queue: 313, Processed: 4199, Blocked: 14
[Cycle 4789] Servers: 17, Queue: 314, Processed: 4199, Blocked: 14
[Cycle 4790] Servers: 17, Queue: 315, Processed: 4199, Blocked: 14
[Cycle 4791] Servers: 17, Queue: 315, Processed: 4200, Blocked: 14
[Cycle 4792] Servers: 17, Queue: 314, Processed: 4202, Blocked: 14
[Cycle 4793] Servers: 17, Queue: 313, Processed: 4203, Blocked: 14
[Cycle 4794] Servers: 17, Queue: 311, Processed: 4206, Blocked: 14
[Cycle 4795] Servers: 17, Queue: 312, Processed: 4206, Blocked: 14
[Cycle 4796] Servers: 17, Queue: 313, Processed: 4206, Blocked: 14
[Cycle 4797] Servers: 17, Queue: 313, Processed: 4207, Blocked: 14
[Cycle 4798] Servers: 17, Queue: 313, Processed: 4208, Blocked: 14
[Cycle 4799] Servers: 17, Queue: 312, Processed: 4210, Blocked: 14
[Cycle 4800] Servers: 17, Queue: 313, Processed: 4210, Blocked: 14
[Cycle 4801] Servers: 17, Queue: 314, Processed: 4210, Blocked: 14
[Cycle 4802] Servers: 17, Queue: 314, Processed: 4211, Blocked: 14
[Cycle 4803] Servers: 17, Queue: 314, Processed: 4212, Blocked: 14
[Cycle 4804] Servers: 17, Queue: 313, Processed: 4214, Blocked: 14
[Cycle 4805] Servers: 17, Queue: 311, Processed: 4216, Blocked: 14
[Cycle 4806] Servers: 17, Queue: 312, Processed: 4216, Blocked: 14
[Cycle 4807] Servers: 17, Queue: 310, Processed: 4219, Blocked: 14
[Cycle 4808] Servers: 17, Queue: 308, Processed: 4222, Blocked: 14
[Cycle 4809] Servers: 17, Queue: 309, Processed: 4222, Blocked: 14
[Cycle 4810] Servers: 17, Queue: 310, Processed: 4222, Blocked: 14
[Cycle 4811] Servers: 17, Queue: 311, Processed: 4222, Blocked: 14
[Cycle 4812] Servers: 17, Queue: 310, Processed: 4224, Blocked: 14
[Cycle 4813] Servers: 17, Queue: 309, Processed: 4226, Blocked: 14
[Cycle 4814] Servers: 17, Queue: 308, Processed: 4227, Blocked: 14
[Cycle 4815] Servers: 17, Queue: 307, Processed: 4229, Blocked: 14
[Cycle 4816] Servers: 17, Queue: 306, Processed: 4231, Blocked: 14
[Cycle 4817] Servers: 17, Queue: 305, Processed: 4232, Blocked: 14
[Cycle 4818] Servers: 17, Queue: 306, Processed: 4232, Blocked: 14
[Cycle 4819] Servers: 17, Queue: 306, Processed: 4233, Blocked: 14
[Cycle 4820] Servers: 17, Queue: 305, Processed: 4235, Blocked: 14
[Cycle 4821] Servers: 17, Queue: 306, Processed: 4235, Blocked: 14
[Cycle 4822] Servers: 17, Queue: 307, Processed: 4235, Blocked: 14
[Cycle 4823] Servers: 17, Queue: 308, Processed: 4235, Blocked: 14
[Cycle 4824] Servers: 17, Queue: 309, Processed: 4235, Blocked: 14
[Cycle 4825] Servers: 17, Queue: 308, Processed: 4237, Blocked: 14
[Cycle 4826] Servers: 17, Queue: 308, Processed: 4238, Blocked: 14
[Cycle 4827] Servers: 17, Queue: 308, Processed: 4239, Blocked: 14
[Cycle 4828] Servers: 17, Queue: 307, Processed: 4241, Blocked: 14
[Cycle 4829] Servers: 17, Queue: 308, Processed: 4241, Blocked: 14
[Cycle 4830] Servers: 17, Queue: 308, Processed: 4242, Blocked: 14
[Cycle 4831] Servers: 17, Queue: 309, Processed: 4242, Blocked: 14
[Cycle 4832] Servers: 17, Queue: 309, Processed: 4243, Blocked: 14
[Cycle 4833] Servers: 17, Queue: 309, Processed: 4244, Blocked: 14
[Cycle 4834] Servers: 17, Queue: 309, Processed: 4244, Blocked: 14
[Cycle 4835] Servers: 17, Queue: 308, Processed: 4246, Blocked: 14
[Cycle 4836] Servers: 17, Queue: 309, Processed: 4246, Blocked: 14
[Cycle 4837] Servers: 17, Queue: 308, Processed: 4248, Blocked: 14
[Cycle 4838] Servers: 17, Queue: 309, Processed: 4248, Blocked: 14
[Cycle 4839] Servers: 17, Queue: 307, Processed: 4251, Blocked: 14
