Clock,Servers,QueueSize,Processed,Blocked
[Cycle 1572] Servers: 16, Queue: 380, Processed: 1238, Blocked: 3
[Cycle 1573] Servers: 16, Queue: 381, Processed: 1238, Blocked: 3
[Cycle 1574] Servers: 16, Queue: 381, Processed: 1239, Blocked: 3
[Cycle 1575] Servers: 16, Queue: 381, Processed: 1240, Blocked: 3
[Cycle 1576] Servers: 16, Queue: 378, Processed: 1244, Blocked: 3
[Cycle 1577] Servers: 16, Queue: 378, Processed: 1245, Blocked: 3
[Cycle 1578] Servers: 16, Queue: 379, Processed: 1245, Blocked: 3
[Cycle 1579] Servers: 16, Queue: 380, Processed: 1245, Blocked: 3
[Cycle 1580] Servers: 16, Queue: 381, Processed: 1245, Blocked: 3
[Cycle 1581] Servers: 16, Queue: 380, Processed: 1247, Blocked: 3
[Cycle 1582] Servers: 16, Queue: 381, Processed: 1247, Blocked: 3
[Cycle 1583] Servers: 16, Queue: 382, Processed: 1247, Blocked: 3
[Cycle 1584] Servers: 16, Queue: 381, Processed: 1249, Blocked: 3
[Cycle 1585] Servers: 16, Queue: 381, Processed: 1250, Blocked: 3
[Cycle 1586] Servers: 16, Queue: 380, Processed: 1252, Blocked: 3
[Cycle 1587] Servers: 16, Queue: 380, Processed: 1253, Blocked: 3
[Cycle 1588] Servers: 16, Queue: 381, Processed: 1253, Blocked: 3
[Cycle 1589] Servers: 16, Queue: 379, Processed: 1256, Blocked: 3
[Cycle 1590] Servers: 16, Queue: 380, Processed: 1256, Blocked: 3
[Cycle 1591] Servers: 16, Queue: 380, Processed: 1256, Blocked: 4
[Cycle 1592] Servers: 16, Queue: 380, Processed: 1257, Blocked: 4
[Cycle 1593] Servers: 16, Queue: 380, Processed: 1258, Blocked: 4
[Cycle 1594] Servers: 16, Queue: 381, Processed: 1258, Blocked: 4
[Cycle 1595] Servers: 16, Queue: 382, Processed: 1258, Blocked: 4
[Cycle 1596] Servers: 16, Queue: 381, Processed: 1260, Blocked: 4
[Cycle 1597] Servers: 16, Queue: 379, Processed: 1263, Blocked: 4
[Cycle 1598] Servers: 16, Queue: 379, Processed: 1264, Blocked: 4
[Cycle 1599] Servers: 16, Queue: 378, Processed: 1265, Blocked: 4
[Cycle 1600] Servers: 16, Queue: 379, Processed: 1265, Blocked: 4
[Cycle 1601] Servers: 16, Queue: 380, Processed: 1265, Blocked: 4
[Cycle 1602] Servers: 16, Queue: 380, Processed: 1266, Blocked: 4
[Cycle 1603] Servers: 16, Queue: 380, Processed: 1267, Blocked: 4
[Cycle 1604] Servers: 16, Queue: 380, Processed: 1268, Blocked: 4
[Cycle 1605] Servers: 16, Queue: 381, Processed: 1268, Blocked: 4
[Cycle 1606] Servers: 16, Queue: 381, Processed: 1269, Blocked: 4
[Cycle 1607] Servers: 16, Queue: 379, Processed: 1272, Blocked: 4
[Cycle 1608] Servers: 16, Queue: 379, Processed: 1273, Blocked: 4
[Cycle 1609] Servers: 16, Queue: 380, Processed: 1273, Blocked: 4
[Cycle 1610] Servers: 16, Queue: 380, Processed: 1274, Blocked: 4
[Cycle 1611] Servers: 16, Queue: 379, Processed: 1275, Blocked: 4
[Cycle 1612] Servers: 16, Queue: 379, Processed: 1276, Blocked: 4
[Cycle 1613] Servers: 16, Queue: 380, Processed: 1276, Blocked: 4
[Cycle 1614] Servers: 16, Queue: 380, Processed: 1276, Blocked: 4
[Cycle 1615] Servers: 16, Queue: 381, Processed: 1276, Blocked: 4
[Cycle 1616] Servers: 16, Queue: 381, Processed: 1277, Blocked: 4
[Cycle 1617] Servers: 16, Queue: 381, Processed: 1278, Blocked: 4
[Cycle 1618] Servers: 16, Queue: 381, Processed: 1279, Blocked: 4
[Cycle 1619] Servers: 16, Queue: 380, Processed: 1281, Blocked: 4
[Cycle 1620] Servers: 16, Queue: 380, Processed: 1281, Blocked: 4
[Cycle 1621] Servers: 16, Queue: 381, Processed: 1281, Blocked: 4
[Cycle 1622] Servers: 16, Queue: 380, Processed: 1283, Blocked: 4
[Cycle 1623] Servers: 16, Queue: 380, Processed: 1284, Blocked: 4
[Cycle 1624] Servers: 16, Queue: 379, Processed: 1286, Blocked: 4
[Cycle 1625] Servers: 16, Queue: 379, Processed: 1287, Blocked: 4
[Cycle 1626] Servers: 16, Queue: 380, Processed: 1287, Blocked: 4
[Cycle 1627] Servers: 16, Queue: 379, Processed: 1288, Blocked: 4
[Cycle 1628] Servers: 16, Queue: 377, Processed: 1291, Blocked: 4
[Cycle 1629] Servers: 16, Queue: 378, Processed: 1291, Blocked: 4
[Cycle 1630] Servers: 16, Queue: 379, Processed: 1291, Blocked: 4
[Cycle 1631] Servers: 16, Queue: 379, Processed: 1292, Blocked: 4
[Cycle 1632] Servers: 16, Queue: 378, Processed: 1294, Blocked: 4
[Cycle 1633] Servers: 16, Queue: 377, Processed: 1296, Blocked: 4
[Cycle 1634] Servers: 16, Queue: 378, Processed: 1296, Blocked: 4
[Cycle 1635] Servers: 16, Queue: 377, Processed: 1298, Blocked: 4
[Cycle 1636] Servers: 16, Queue: 378, Processed: 1298, Blocked: 4
[Cycle 1637] Servers: 16, Queue: 378, Processed: 1299, Blocked: 4
[Cycle 1638] Servers: 16, Queue: 379, Processed: 1299, Blocked: 4
[Cycle 1639] Servers: 16, Queue: 379, Processed: 1300, Blocked: 4
[Cycle 1640] Servers: 16, Queue: 379, Processed: 1301, Blocked: 4
[Cycle 1641] Servers: 16, Queue: 379, Processed: 1302, Blocked: 4
[Cycle 1642] Servers: 16, Queue: 380, Processed: 1302, Blocked: 4
[Cycle 1643] Servers: 16, Queue: 377, Processed: 1305, Blocked: 4
[Cycle 1644] Servers: 16, Queue: 378, Processed: 1305, Blocked: 4
[Cycle 1645] Servers: 16, Queue: 376, Processed: 1308, Blocked: 4
[Cycle 1646] Servers: 16, Queue: 376, Processed: 1309, Blocked: 4
[Cycle 1647] Servers: 16, Queue: 376, Processed: 1310, Blocked: 4
[Cycle 1648] Servers: 16, Queue: 376, Processed: 1311, Blocked: 4
[Cycle 1649] Servers: 16, Queue: 377, Processed: 1311, Blocked: 4
[Cycle 1650] Servers: 16, Queue: 377, Processed: 1312, Blocked: 4
[Cycle 1651] Servers: 16, Queue: 377, Processed: 1313, Blocked: 4
[Cycle 1652] Servers: 16, Queue: 377, Processed: 1314, Blocked: 4
[Cycle 1653] Servers: 16, Queue: 378, Processed: 1314, Blocked: 4
[Cycle 1654] Servers: 16, Queue: 379, Processed: 1314, Blocked: 4
[Cycle 1655] Servers: 16, Queue: 377, Processed: 1317, Blocked: 4
[Cycle 1656] Servers: 16, Queue: 376, Processed: 1319, Blocked: 4
[Cycle 1657] Servers: 16, Queue: 374, Processed: 1321, Blocked: 4
[Cycle 1658] Servers: 16, Queue: 374, Processed: 1321, Blocked: 4
[Cycle 1659] Servers: 16, Queue: 374, Processed: 1322, Blocked: 4
[Cycle 1660] Servers: 16, Queue: 375, Processed: 1322, Blocked: 4
[Cycle 1661] Servers: 16, Queue: 376, Processed: 1322, Blocked: 4
[Cycle 1662] Servers: 16, Queue: 377, Processed: 1322, Blocked: 4
[Cycle 1663] Servers: 16, Queue: 378, Processed: 1322, Blocked: 4
[Cycle 1664] Servers: 16, Queue: 379, Processed: 1322, Blocked: 4
[Cycle 1665] Servers: 16, Queue: 378, Processed: 1324, Blocked: 4
[Cycle 1666] Servers: 16, Queue: 378, Processed: 1324, Blocked: 4
[Cycle 1667] Servers: 16, Queue: 377, Processed: 1326, Blocked: 4
[Cycle 1668] Servers: 16, Queue: 376, Processed: 1328, Blocked: 4
[Cycle 1669] Servers: 16, Queue: 375, Processed: 1329, Blocked: 4
[Cycle 1670] Servers: 16, Queue: 374, Processed: 1330, Blocked: 4
[Cycle 1671] Servers: 16, Queue: 372, Processed: 1332, Blocked: 4
[Cycle 1672] Servers: 16, Queue: 372, Processed: 1333, Blocked: 4
[Cycle 1673] Servers: 16, Queue: 372, Processed: 1334, Blocked: 4
[Cycle 1674] Servers: 16, Queue: 372, Processed: 1335, Blocked: 4
[Cycle 1675] Servers: 16, Queue: 373, Processed: 1335, Blocked: 4
[Cycle 1676] Servers: 16, Queue: 373, Processed: 1336, Blocked: 4
[Cycle 1677] Servers: 16, Queue: 374, Processed: 1336, Blocked: 4
[Cycle 1678] Servers: 16, Queue: 375, Processed: 1336, Blocked: 4
[Cycle 1679] Servers: 16, Queue: 375, Processed: 1337, Blocked: 4
[Cycle 1680] Servers: 16, Queue: 376, Processed: 1337, Blocked: 4
[Cycle 1681] Servers: 16, Queue: 376, Processed: 1338, Blocked: 4
[Cycle 1682] Servers: 16, Queue: 377, Processed: 1338, Blocked: 4
[Cycle 1683] Servers: 16, Queue: 377, Processed: 1339, Blocked: 4
[Cycle 1684] Servers: 16, Queue: 377, Processed: 1340, Blocked: 4
[Cycle 1685] Servers: 16, Queue: 377, Processed: 1341, Blocked: 4
[Cycle 1686] Servers: 16, Queue: 378, Processed: 1341, Blocked: 4
[Cycle 1687] Servers: 16, Queue: 379, Processed: 1341, Blocked: 4
[Cycle 1688] Servers: 16, Queue: 379, Processed: 1342, Blocked: 4
[Cycle 1689] Servers: 16, Queue: 380, Processed: 1342, Blocked: 4
[Cycle 1690] Servers: 16, Queue: 381, Processed: 1342, Blocked: 4
[Cycle 1691] Servers: 16, Queue: 380, Processed: 1344, Blocked: 4
[Cycle 1692] Servers: 16, Queue: 379, Processed: 1346, Blocked: 4
[Cycle 1693] Servers: 16, Queue: 379, Processed: 1347, Blocked: 4
[Cycle 1694] Servers: 16, Queue: 377, Processed: 1350, Blocked: 4
[Cycle 1695] Servers: 16, Queue: 377, Processed: 1351, Blocked: 4
[Cycle 1696] Servers: 16, Queue: 375, Processed: 1354, Blocked: 4
[Cycle 1697] Servers: 16, Queue: 376, Processed: 1354, Blocked: 4
[Cycle 1698] Servers: 16, Queue: 376, Processed: 1355, Blocked: 4
[Cycle 1699] Servers: 16, Queue: 377, Processed: 1355, Blocked: 4
[Cycle 1700] Servers: 16, Queue: 378, Processed: 1355, Blocked: 4
[Cycle 1701] Servers: 16, Queue: 379, Processed: 1355, Blocked: 4
[Cycle 1702] Servers: 16, Queue: 379, Processed: 1356, Blocked: 4
[Cycle 1703] Servers: 16, Queue: 378, Processed: 1358, Blocked: 4
[Cycle 1704] Servers: 16, Queue: 379, Processed: 1358, Blocked: 4
[Cycle 1705] Servers: 16, Queue: 379, Processed: 1359, Blocked: 4
[Cycle 1706] Servers: 16, Queue: 379, Processed: 1360, Blocked: 4
[Cycle 1707] Servers: 16, Queue: 379, Processed: 1361, Blocked: 4
[Cycle 1708] Servers: 16, Queue: 378, Processed: 1363, Blocked: 4
[Cycle 1709] Servers: 16, Queue: 377, Processed: 1365, Blocked: 4
[Cycle 1710] Servers: 16, Queue: 378, Processed: 1365, Blocked: 4
[Cycle 1711] Servers: 16, Queue: 378, Processed: 1366, Blocked: 4
[Cycle 1712] Servers: 16, Queue: 378, Processed: 1367, Blocked: 4
[Cycle 1713] Servers: 16, Queue: 379, Processed: 1367, Blocked: 4
[Cycle 1714] Servers: 16, Queue: 380, Processed: 1367, Blocked: 4
[Cycle 1715] Servers: 16, Queue: 381, Processed: 1367, Blocked: 4
[Cycle 1716] Servers: 16, Queue: 381, Processed: 1368, Blocked: 4
[Cycle 1717] Servers: 16, Queue: 381, Processed: 1369, Blocked: 4
[Cycle 1718] Servers: 16, Queue: 380, Processed: 1371, Blocked: 4
[Cycle 1719] Servers: 16, Queue: 380, Processed: 1372, Blocked: 4
[Cycle 1720] Servers: 16, Queue: 381, Processed: 1372, Blocked: 4
[Cycle 1721] Servers: 16, Queue: 381, Processed: 1372, Blocked: 4
[Cycle 1722] Servers: 16, Queue: 381, Processed: 1373, Blocked: 4
[Cycle 1723] Servers: 16, Queue: 382, Processed: 1373, Blocked: 4
[Cycle 1724] Servers: 16, Queue: 382, Processed: 1374, Blocked: 4
[Cycle 1725] Servers: 16, Queue: 381, Processed: 1376, Blocked: 4
[Cycle 1726] Servers: 16, Queue: 380, Processed: 1377, Blocked: 4
[Cycle 1727] Servers: 16, Queue: 380, Processed: 1377, Blocked: 4
[Cycle 1728] Servers: 16, Queue: 381, Processed: 1377, Blocked: 4
[Cycle 1729] Servers: 16, Queue: 380, Processed: 1378, Blocked: 4
[Cycle 1730] Servers: 16, Queue: 380, Processed: 1379, Blocked: 4
[Cycle 1731] Servers: 16, Queue: 379, Processed: 1380, Blocked: 4
[Cycle 1732] Servers: 16, Queue: 379, Processed: 1381, Blocked: 4
[Cycle 1733] Servers: 16, Queue: 380, Processed: 1381, Blocked: 4
[Cycle 1734] Servers: 16, Queue: 381, Processed: 1381, Blocked: 4
[Cycle 1735] Servers: 16, Queue: 380, Processed: 1383, Blocked: 4
[Cycle 1736] Servers: 16, Queue: 380, Processed: 1384, Blocked: 4
[Cycle 1737] Servers: 16, Queue: 379, Processed: 1386, Blocked: 4
[Cycle 1738] Servers: 16, Queue: 378, Processed: 1388, Blocked: 4
[Cycle 1739] Servers: 16, Queue: 378, Processed: 1389, Blocked: 4
[Cycle 1740] Servers: 16, Queue: 379, Processed: 1389, Blocked: 4
[Cycle 1741] Servers: 16, Queue: 380, Processed: 1389, Blocked: 4
[Cycle 1742] Servers: 16, Queue: 380, Processed: 1390, Blocked: 4
[Cycle 1743] Servers: 16, Queue: 381, Processed: 1390, Blocked: 4
[Cycle 1744] Servers: 16, Queue: 381, Processed: 1391, Blocked: 4
[Cycle 1745] Servers: 16, Queue: 381, Processed: 1392, Blocked: 4
[Cycle 1746] Servers: 16, Queue: 381, Processed: 1393, Blocked: 4
[Cycle 1747] Servers: 16, Queue: 381, Processed: 1394, Blocked: 4
[Cycle 1748] Servers: 16, Queue: 382, Processed: 1394, Blocked: 4
[Cycle 1749] Servers: 16, Queue: 381, Processed: 1396, Blocked: 4
[Cycle 1750] Servers: 16, Queue: 381, Processed: 1397, Blocked: 4
[Cycle 1751] Servers: 16, Queue: 381, Processed: 1398, Blocked: 4
[Cycle 1752] Servers: 16, Queue: 381, Processed: 1399, Blocked: 4
[Cycle 1753] Servers: 16, Queue: 382, Processed: 1399, Blocked: 4
[Cycle 1754] Servers: 16, Queue: 382, Processed: 1400, Blocked: 4
[Cycle 1755] Servers: 16, Queue: 382, Processed: 1401, Blocked: 4
[Cycle 1756] Servers: 16, Queue: 382, Processed: 1402, Blocked: 4
[Cycle 1757] Servers: 16, Queue: 382, Processed: 1403, Blocked: 4
[Cycle 1758] Servers: 16, Queue: 383, Processed: 1403, Blocked: 4
[Cycle 1759] Servers: 16, Queue: 383, Processed: 1404, Blocked: 4
[Cycle 1760] Servers: 16, Queue: 384, Processed: 1404, Blocked: 4
[Cycle 1761] Servers: 16, Queue: 385, Processed: 1404, Blocked: 4
[Cycle 1762] Servers: 16, Queue: 386, Processed: 1404, Blocked: 4
[Cycle 1763] Servers: 16, Queue: 386, Processed: 1405, Blocked: 4
[Cycle 1764] Servers: 16, Queue: 386, Processed: 1406, Blocked: 4
[Cycle 1765] Servers: 16, Queue: 387, Processed: 1406, Blocked: 4
[Cycle 1766] Servers: 16, Queue: 387, Processed: 1407, Blocked: 4
[Cycle 1767] Servers: 16, Queue: 388, Processed: 1407, Blocked: 4
[Cycle 1768] Servers: 16, Queue: 388, Processed: 1408, Blocked: 4
[Cycle 1769] Servers: 16, Queue: 389, Processed: 1408, Blocked: 4
[Cycle 1770] Servers: 16, Queue: 389, Processed: 1409, Blocked: 4
[Cycle 1771] Servers: 16, Queue: 389, Processed: 1410, Blocked: 4
[Cycle 1772] Servers: 16, Queue: 389, Processed: 1411, Blocked: 4
[Cycle 1773] Servers: 16, Queue: 389, Processed: 1412, Blocked: 4
[Cycle 1774] Servers: 16, Queue: 389, Processed: 1413, Blocked: 4
[Cycle 1775] Servers: 16, Queue: 387, Processed: 1415, Blocked: 4
[Cycle 1776] Servers: 16, Queue: 386, Processed: 1417, Blocked: 4
[Cycle 1777] Servers: 16, Queue: 387, Processed: 1417, Blocked: 4
[Cycle 1778] Servers: 16, Queue: 387, Processed: 1418, Blocked: 4
[Cycle 1779] Servers: 16, Queue: 388, Processed: 1418, Blocked: 4
[Cycle 1780] Servers: 16, Queue: 389, Processed: 1418, Blocked: 4
[Cycle 1781] Servers: 16, Queue: 388, Processed: 1420, Blocked: 4
[Cycle 1782] Servers: 16, Queue: 388, Processed: 1421, Blocked: 4
[Cycle 1783] Servers: 16, Queue: 385, Processed: 1424, Blocked: 4
[Cycle 1784] Servers: 16, Queue: 385, Processed: 1424, Blocked: 4
[Cycle 1785] Servers: 16, Queue: 384, Processed: 1426, Blocked: 4
[Cycle 1786] Servers: 16, Queue: 383, Processed: 1427, Blocked: 4
[Cycle 1787] Servers: 16, Queue: 383, Processed: 1428, Blocked: 4
[Cycle 1788] Servers: 16, Queue: 384, Processed: 1428, Blocked: 4
[Cycle 1789] Servers: 16, Queue: 385, Processed: 1428, Blocked: 4
[Cycle 1790] Servers: 16, Queue: 386, Processed: 1428, Blocked: 4
[Cycle 1791] Servers: 16, Queue: 387, Processed: 1428, Blocked: 4
[Cycle 1792] Servers: 16, Queue: 388, Processed: 1428, Blocked: 4
[Cycle 1793] Servers: 16, Queue: 388, Processed: 1429, Blocked: 4
[Cycle 1794] Servers: 16, Queue: 386, Processed: 1432, Blocked: 4
[Cycle 1795] Servers: 16, Queue: 387, Processed: 1432, Blocked: 4
[Cycle 1796] Servers: 16, Queue: 387, Processed: 1433, Blocked: 4
[Cycle 1797] Servers: 16, Queue: 388, Processed: 1433, Blocked: 4
[Cycle 1798] Servers: 16, Queue: 388, Processed: 1434, Blocked: 4
[Cycle 1799] Servers: 16, Queue: 388, Processed: 1435, Blocked: 4
[Cycle 1800] Servers: 16, Queue: 389, Processed: 1435, Blocked: 4
[Cycle 1801] Servers: 16, Queue: 389, Processed: 1436, Blocked: 4
[Cycle 1802] Servers: 16, Queue: 388, Processed: 1438, Blocked: 4
[Cycle 1803] Servers: 16, Queue: 388, Processed: 1439, Blocked: 4
[Cycle 1804] Servers: 16, Queue: 386, Processed: 1441, Blocked: 4
[Cycle 1805] Servers: 16, Queue: 386, Processed: 1442, Blocked: 4
[Cycle 1806] Servers: 16, Queue: 386, Processed: 1443, Blocked: 4
[Cycle 1807] Servers: 16, Queue: 387, Processed: 1443, Blocked: 4
[Cycle 1808] Servers: 16, Queue: 388, Processed: 1443, Blocked: 4
[Cycle 1809] Servers: 16, Queue: 388, Processed: 1444, Blocked: 4
[Cycle 1810] Servers: 16, Queue: 388, Processed: 1445, Blocked: 4
[Cycle 1811] Servers: 16, Queue: 389, Processed: 1445, Blocked: 4
[Cycle 1812] Servers: 16, Queue: 390, Processed: 1445, Blocked: 4
[Cycle 1813] Servers: 16, Queue: 389, Processed: 1447, Blocked: 4
[Cycle 1814] Servers: 16, Queue: 390, Processed: 1447, Blocked: 4
[Cycle 1815] Servers: 16, Queue: 391, Processed: 1447, Blocked: 4
[Cycle 1816] Servers: 16, Queue: 391, Processed: 1448, Blocked: 4
[Cycle 1817] Servers: 16, Queue: 391, Processed: 1449, Blocked: 4
[Cycle 1818] Servers: 16, Queue: 390, Processed: 1451, Blocked: 4
[Cycle 1819] Servers: 16, Queue: 389, Processed: 1453, Blocked: 4
[Cycle 1820] Servers: 16, Queue: 390, Processed: 1453, Blocked: 4
[Cycle 1821] Servers: 16, Queue: 389, Processed: 1455, Blocked: 4
[Cycle 1822] Servers: 16, Queue: 390, Processed: 1455, Blocked: 4
[Cycle 1823] Servers: 16, Queue: 391, Processed: 1455, Blocked: 4
[Cycle 1824] Servers: 16, Queue: 391, Processed: 1455, Blocked: 4
[Cycle 1825] Servers: 16, Queue: 392, Processed: 1455, Blocked: 4
[Cycle 1826] Servers: 16, Queue: 391, Processed: 1457, Blocked: 4
[Cycle 1827] Servers: 16, Queue: 389, Processed: 1459, Blocked: 4
[Cycle 1828] Servers: 16, Queue: 390, Processed: 1459, Blocked: 4
[Cycle 1829] Servers: 16, Queue: 390, Processed: 1460, Blocked: 4
[Cycle 1830] Servers: 16, Queue: 388, Processed: 1463, Blocked: 4
[Cycle 1831] Servers: 16, Queue: 388, Processed: 1463, Blocked: 4
[Cycle 1832] Servers: 16, Queue: 388, Processed: 1464, Blocked: 4
[Cycle 1833] Servers: 16, Queue: 387, Processed: 1466, Blocked: 4
[Cycle 1834] Servers: 16, Queue: 388, Processed: 1466, Blocked: 4
[Cycle 1835] Servers: 16, Queue: 389, Processed: 1466, Blocked: 4
[Cycle 1836] Servers: 16, Queue: 390, Processed: 1466, Blocked: 4
[Cycle 1837] Servers: 16, Queue: 388, Processed: 1468, Blocked: 4
[Cycle 1838] Servers: 16, Queue: 388, Processed: 1469, Blocked: 4
[Cycle 1839] Servers: 16, Queue: 388, Processed: 1470, Blocked: 4
[Cycle 1840] Servers: 16, Queue: 387, Processed: 1472, Blocked: 4
[Cycle 1841] Servers: 16, Queue: 387, Processed: 1473, Blocked: 4
[Cycle 1842] Servers: 16, Queue: 388, Processed: 1473, Blocked: 4
[Cycle 1843] Servers: 16, Queue: 385, Processed: 1477, Blocked: 4
[Cycle 1844] Servers: 16, Queue: 386, Processed: 1477, Blocked: 4
[Cycle 1845] Servers: 16, Queue: 387, Processed: 1477, Blocked: 4
[Cycle 1846] Servers: 16, Queue: 387, Processed: 1477, Blocked: 4
[Cycle 1847] Servers: 16, Queue: 388, Processed: 1477, Blocked: 4
[Cycle 1848] Servers: 16, Queue: 388, Processed: 1478, Blocked: 4
[Cycle 1849] Servers: 16, Queue: 386, Processed: 1481, Blocked: 4
[Cycle 1850] Servers: 16, Queue: 387, Processed: 1481, Blocked: 4
[Cycle 1851] Servers: 16, Queue: 388, Processed: 1481, Blocked: 4
[Cycle 1852] Servers: 16, Queue: 388, Processed: 1481, Blocked: 4
[Cycle 1853] Servers: 16, Queue: 388, Processed: 1482, Blocked: 4
[Cycle 1854] Servers: 16, Queue: 388, Processed: 1483, Blocked: 4
[Cycle 1855] Servers: 16, Queue: 388, Processed: 1484, Blocked: 4
[Cycle 1856] Servers: 16, Queue: 387, Processed: 1486, Blocked: 4
[Cycle 1857] Servers: 16, Queue: 387, Processed: 1487, Blocked: 4
[Cycle 1858] Servers: 16, Queue: 388, Processed: 1487, Blocked: 4
[Cycle 1859] Servers: 16, Queue: 386, Processed: 1490, Blocked: 4
[Cycle 1860] Servers: 16, Queue: 385, Processed: 1492, Blocked: 4
[Cycle 1861] Servers: 16, Queue: 386, Processed: 1492, Blocked: 4
[Cycle 1862] Servers: 16, Queue: 386, Processed: 1493, Blocked: 4
[Cycle 1863] Servers: 16, Queue: 387, Processed: 1493, Blocked: 4
[Cycle 1864] Servers: 16, Queue: 388, Processed: 1493, Blocked: 4
[Cycle 1865] Servers: 16, Queue: 389, Processed: 1493, Blocked: 4
[Cycle 1866] Servers: 16, Queue: 390, Processed: 1493, Blocked: 4
[Cycle 1867] Servers: 16, Queue: 391, Processed: 1493, Blocked: 4
[Cycle 1868] Servers: 16, Queue: 391, Processed: 1494, Blocked: 4
[Cycle 1869] Servers: 16, Queue: 392, Processed: 1494, Blocked: 4
[Cycle 1870] Servers: 16, Queue: 392, Processed: 1495, Blocked: 4
[Cycle 1871] Servers: 16, Queue: 393, Processed: 1495, Blocked: 4
[Cycle 1872] Servers: 16, Queue: 391, Processed: 1498, Blocked: 4
[Cycle 1873] Servers: 16, Queue: 391, Processed: 1499, Blocked: 4
[Cycle 1874] Servers: 16, Queue: 390, Processed: 1501, Blocked: 4
[Cycle 1875] Servers: 16, Queue: 391, Processed: 1501, Blocked: 4
[Cycle 1876] Servers: 16, Queue: 391, Processed: 1502, Blocked: 4
[Cycle 1877] Servers: 16, Queue: 390, Processed: 1503, Blocked: 4
[Cycle 1878] Servers: 16, Queue: 390, Processed: 1504, Blocked: 4
[Cycle 1879] Servers: 16, Queue: 390, Processed: 1505, Blocked: 4
[Cycle 1880] Servers: 16, Queue: 391, Processed: 1505, Blocked: 4
[Cycle 1881] Servers: 16, Queue: 390, Processed: 1506, Blocked: 4
[Cycle 1882] Servers: 16, Queue: 391, Processed: 1506, Blocked: 4
[Cycle 1883] Servers: 16, Queue: 391, Processed: 1507, Blocked: 4
[Cycle 1884] Servers: 16, Queue: 390, Processed: 1508, Blocked: 4
[Cycle 1885] Servers: 16, Queue: 389, Processed: 1510, Blocked: 4
[Cycle 1886] Servers: 16, Queue: 390, Processed: 1510, Blocked: 4
[Cycle 1887] Servers: 16, Queue: 390, Processed: 1511, Blocked: 4
[Cycle 1888] Servers: 16, Queue: 390, Processed: 1512, Blocked: 4
[Cycle 1889] Servers: 16, Queue: 391, Processed: 1512, Blocked: 4
[Cycle 1890] Servers: 16, Queue: 392, Processed: 1512, Blocked: 4
[Cycle 1891] Servers: 16, Queue: 393, Processed: 1512, Blocked: 4
[Cycle 1892] Servers: 16, Queue: 394, Processed: 1512, Blocked: 4
[Cycle 1893] Servers: 16, Queue: 394, Processed: 1513, Blocked: 4
[Cycle 1894] Servers: 16, Queue: 394, Processed: 1514, Blocked: 4
[Cycle 1895] Servers: 16, Queue: 392, Processed: 1517, Blocked: 4
[Cycle 1896] Servers: 16, Queue: 393, Processed: 1517, Blocked: 4
[Cycle 1897] Servers: 16, Queue: 393, Processed: 1518, Blocked: 4
[Cycle 1898] Servers: 16, Queue: 394, Processed: 1518, Blocked: 4
[Cycle 1899] Servers: 16, Queue: 393, Processed: 1520, Blocked: 4
[Cycle 1900] Servers: 16, Queue: 393, Processed: 1521, Blocked: 4
[Cycle 1901] Servers: 16, Queue: 393, Processed: 1522, Blocked: 4
[Cycle 1902] Servers: 16, Queue: 393, Processed: 1523, Blocked: 4
[Cycle 1903] Servers: 16, Queue: 393, Processed: 1524, Blocked: 4
[Cycle 1904] Servers: 16, Queue: 393, Processed: 1525, Blocked: 4
[Cycle 1905] Servers: 16, Queue: 392, Processed: 1527, Blocked: 4
[Cycle 1906] Servers: 16, Queue: 391, Processed: 1529, Blocked: 4
[Cycle 1907] Servers: 16, Queue: 391, Processed: 1530, Blocked: 4
[Cycle 1908] Servers: 16, Queue: 392, Processed: 1530, Blocked: 4
[Cycle 1909] Servers: 16, Queue: 393, Processed: 1530, Blocked: 4
[Cycle 1910] Servers: 16, Queue: 394, Processed: 1530, Blocked: 4
[Cycle 1911] Servers: 16, Queue: 395, Processed: 1530, Blocked: 4
[Cycle 1912] Servers: 16, Queue: 395, Processed: 1531, Blocked: 4
[Cycle 1913] Servers: 16, Queue: 394, Processed: 1533, Blocked: 4
[Cycle 1914] Servers: 16, Queue: 395, Processed: 1533, Blocked: 4
[Cycle 1915] Servers: 16, Queue: 394, Processed: 1535, Blocked: 4
[Cycle 1916] Servers: 16, Queue: 394, Processed: 1536, Blocked: 4
[Cycle 1917] Servers: 16, Queue: 392, Processed: 1539, Blocked: 4
[Cycle 1918] Servers: 16, Queue: 392, Processed: 1540, Blocked: 4
[Cycle 1919] Servers: 16, Queue: 391, Processed: 1541, Blocked: 4
[Cycle 1920] Servers: 16, Queue: 391, Processed: 1541, Blocked: 4
[Cycle 1921] Servers: 16, Queue: 390, Processed: 1543, Blocked: 4
[Cycle 1922] Servers: 16, Queue: 391, Processed: 1543, Blocked: 4
[Cycle 1923] Servers: 16, Queue: 391, Processed: 1544, Blocked: 4
[Cycle 1924] Servers: 16, Queue: 392, Processed: 1544, Blocked: 4
[Cycle 1925] Servers: 16, Queue: 392, Processed: 1544, Blocked: 4
[Cycle 1926] Servers: 16, Queue: 391, Processed: 1545, Blocked: 4
[Cycle 1927] Servers: 16, Queue: 390, Processed: 1547, Blocked: 4
[Cycle 1928] Servers: 16, Queue: 389, Processed: 1549, Blocked: 4
[Cycle 1929] Servers: 16, Queue: 390, Processed: 1549, Blocked: 4
